actions_UBASeverity,cardinalityTest,change_type,description,examples_name,label,outlierPeerGroup,outlierValueTracked1,outlierValueTracked2,outlierVariable,outlierVariableSubject,prereqs_field,prereqs_greaterorequalto,prereqs_name,prereqs_override_auto_finalize,prereqs_resolution,prereqs_test,value
,,,"This line will load a sample CSV. The macro is a wrapper for |inputlookup to make this search look prettier here.
Now we filter for where the user account starts with svc_, which is a common way to notate service accounts.",New Interactive Logon from a Service Account - Demo,New Interactive Logon from a Service Account - Demo,,user,dest,,,anon_interactive_logons.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(""Interactive Logins"")` 
 | search user=svc_* "
,,,"First we pull in our demo SFDC dataset.
Then we filter for what we're looking for in this use case, specifically high risk EVENT_TYPEs
Then we enrich to convert the SFDC USER_ID into a friendly username via a lookup.",New Risky Event Types Per User - Demo,New Risky Event Types Per User - Demo,,USER_NAME,EVENT_TYPE,,,SFDC_Sample_Data_Anon.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(""SFDC Data"")` 
| search EVENT_TYPE=API OR EVENT_TYPE=BulkAPI OR EVENT_TYPE=RestAPI OR EVENT_TYPE=ReportExport 
| lookup SFDC_User_Lookup USER_ID"
,,,"First we pull in our dataset of Windows Authentication where there is a Logon_Type defined.
Then we use table to include just the logons we're apt to care about. (Technically we need to use | table for this app because we show you the intermediate results, but in production you should drop this line because it will reduce search performance.)",New Logon Type for User - Live,New Logon Type for User - Live,,user,Logon_Type,,,count,1,Must have Windows Security data,,"This search requires Windows Security data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder.","| metasearch earliest=-2h latest=now index=* sourcetype=""*WinEventLog:Security"" | head | stats count ","index=* sourcetype=""*WinEventLog:Security"" Logon_Type=* Logon Type TaskCategory=Logon Audit Success 
| table _time user Logon_Type  "
7,,,"First we bring in our basic demo dataset. In this case, AWS CloudTrail logs filtered for Instance Creation.",AWS Instance Created by Unusual User - Live,AWS Instance Created by Unusual User - Live,,user,eventName,,,count,1,Must have AWS CloudTrail data,,"In order to run this search, you must have AWS CloudTrail data onboard. Visit the <a href=""/app/Splunk_Security_Essentials/data_source?technology=AWS%20CloudTrail"">data onboarding guide for AWS CloudTrail in this app</a>, or browse to <a href=""https://splunkbase.splunk.com/app/1876/"">apps.splunk.com</a> for more information.",| tstats count where earliest=-2h latest=now index=* sourcetype=aws:cloudtrail,index=* sourcetype=aws:cloudtrail eventType=* NOT errorMessage=* eventName=RunInstances 
7,,,"First we bring in our basic demo dataset. In this case, anonymized AWS CloudTrail logs. We're using a macro called Load_Sample_Log_Data to wrap around | inputlookup, just so it is cleaner for the demo data.
Then we filter for provisioning activities (somewhat broadly)
Next we GeoIP to get the country.",AWS Cloud Provisioning Activity from Unusual Country - Demo,AWS Cloud Provisioning Activity from Unusual Country - Demo,,Country,sourcetype,,,aws-cloudtrail-data-anon.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"
| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files 
| eval blah=1, row=""row""
| xyseries row title blah ","| `Load_Sample_Log_Data(AWS CloudTrail)` 
| search eventName=Create* OR eventName=Run* OR eventName=Attach* 
| iplocation src_ip"
,,,First we pull in our demo dataset.,New Logon Type for User - Demo,New Logon Type for User - Demo,,user,Logon_Type_Description,,,anon_interactive_logons.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|`Load_Sample_Log_Data(""Interactive Logins"")`"
,,,"Here we start with our basic dataset of Cisco ESA (aka Ironport) logs, where we have either an MID (Message ID) or ICID (Incoming Connection ID).
Ironport logs will have several messages with just ICID, and many with just MID. We want to ultimately analyze MIDs, but we need to tag those ICID fields that don't have any MID with the MIDs that came on that connection. Eventstats will let us do that, without otherwise changing the dataset. If two messages (MIDs 159950 and 159951) came across one incoming connect (ICID 102501), after this the events would look the same except all logs with ICID 102501 would now have a multi-value field called MID with the values 159950 and 159951.
Now we can aggregate the source IPs and sender addresses of every incoming message.
Finally we can filter in on those that have a sender domain that belongs to our company, but didn't originate from our environment.",New External IPs Sending Company Emails - Cisco ESA Live,New External IPs Sending Company Emails - Cisco ESA Live,,src_ip,sourcetype,,,"count
count","1
1","Must have Cisco ESA / Ironport Data
Must have Cisco ESA field extractions",,"This search requires Email data. The out of the box field extractions support the Common Information Model, including Cisco ESA/Ironport and Microsoft Exchange. If you don't have this data today, we highly recommend ingesting it with the <a href=""https://splunkbase.splunk.com/app/1761/"">Cisco ESA TA</a> or the <a href=""https://splunkbase.splunk.com/app/3225/"">Splunk Add-on for Microsoft Exchange</a>. For best performance, accelerate the email data model from the <a href=""https://splunkbase.splunk.com/app/1621/"">Common Information Model</a>!
We highly recommend the <a href=""https://splunkbase.splunk.com/app/1761/"">Cisco ESA TA</a> to handle your field extractions.","| tstats count where index=* sourcetype=cisco:esa* OR sourcetype=*ironport* MID OR ICID earliest=-4h
index=* sourcetype=cisco:esa* OR sourcetype=*ironport* MID OR ICID earliest=-4h | head 1000 | stats dc(ICID) as ICID dc(MID) as MID dc(src_ip) as src_ip dc(src_user) as src_user | eval count = ICID * MID * src_ip * src_user","index=* sourcetype=cisco:esa* OR sourcetype=*ironport* MID OR ICID 
| eventstats values(MID) as MID by ICID 
| stats values(src_ip) as src_ip values(src_user) as src_user by MID 
| search src_user=*@mycompany.com src_ip!=10.0.0.0/8"
,,,First we pull in our demo dataset.,New Domain Name Detected - Demo,New Domain Name Detected - Demo,,Account_Domain,EventCode,,,Example_Legacy_Pass_The_Hash.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","|  `Load_Sample_Log_Data(""Example Pass The Hash (Legacy)"")`"
,,,"Here we pull in our dataset of Microsoft Sysmon logs (though an EDR logs will suffice), and filter to when the process is one of the standard windows processes, and the parent process is services.exe",New cmd.exe or regedit or powershell launched by services.exe - Live,New cmd.exe or regedit or powershell launched by services.exe - Live,,Image,host,,,"count
count","1
1","Must have Sysmon data
Must have Sysmon Process Launch logs (EventCode=1)",,"This search requires Microsoft Sysmon data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder. If you're not using sysmon at all, it's free and highly recommended! <a href=""https://technet.microsoft.com/en-us/sysinternals/sysmon"">Here is the direct link</a>, and <a href=""http://conf.splunk.com/files/2016/slides/splunking-the-endpoint-hands-on.pdf"">here is a .conf presentation on the topic</a>.
These are the logs that will give us process launch data. Some customers will get these logs from other sources, but ensure you have a parent process name as well.","| tstats count where index=* earliest=-2h latest=now sourcetype=*sysmon*  
sourcetype=*sysmon* index=* EventCode=1  | head 100 | stats count",index=* sourcetype=*sysmon* EventCode=1 ( (cmd.exe Image=*\\cmd.exe) OR (regedit.exe Image=*\\regedit.exe) OR (powershell.exe Image=*\\powershell.exe) ) (services.exe Image=*\\system32\\services.exe)
,,,"First we pull in our demo SFDC dataset.
Then we filter for what we're looking for in this use case, specifically queries of sensitive tables (Acount, Contact, or Opportunity), or their derivatives.
Then we enrich to convert the SFDC USER_ID into a friendly username via a lookup.",New SFDC Tables Queried by User - Demo,New SFDC Tables Queried by User - Demo,,USER_NAME,QUERY_TABLE,,,SFDC_Sample_Data_Anon.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(""SFDC Data"")` 
| search QUERY_TABLE=Account* OR QUERY_TABLE=Contact* OR QUERY_TABLE=Opportunity* 
| lookup SFDC_User_Lookup USER_ID"
,,,"First we pull in our demo dataset.
Then we filter for where the sender is *@mycompany.com, but the incoming_address is not in our internal environment (update this with your environment's details).",New External IPs Sending Company Emails - Demo,New External IPs Sending Company Emails - Demo,,incoming_address,sourcetype,,,Anonymized_Email_Logs.csv,1,Must have Demo Lookup,,Verify that lookups installed with Splunk Security Essentials is present,"| rest splunk_server=local /servicesNS/-/-/data//lookup-table-files | eval blah=1, row=""row""| xyseries row title blah ","| `Load_Sample_Log_Data(""Email Logs"")`
| search Sender=*@mycompany.com incoming_address!=10.0.0.0/8  "
,,,"Here we start with our basic dataset of Windows System Logs, filtered for EventCode 20001 which shows up in some (but not all) systems for USB drive insertion. Notably, this technique of doing the value and then the field=value can bypass some quirks around field extractions, and make searches faster for very large datasets (though that's an area of active work, and it's less true every year).",First USB Usage - Live,First USB Usage - Live,,host,source,,,"count
count","1
1","Must have Windows System Events
Must have EventCode 20001 Events",200,"This search requires Windows System data to run. If it is not present, consider ingesting it via the Splunk Universal Forwarder.
In at least two test environments, EventCode 20001 was found when USB drives were inserted.","| metasearch earliest=-2h latest=now index=* sourcetype=WinEventLog:System | head 100 | stats count 
index=* earliest=-30d sourcetype=WinEventLog:System TERM(20001) EventCode=20001  | head | stats count",index=* sourcetype=WinEventLog:System 20001 EventCode=20001
,,,"First we pull in our SFDC dataset and filter for EVENT_TYPEs that can have SOQL queries attached.
Then we extract out the table name from the query.
Finally we filter for queries of sensitive tables (Account, Contact, or Opportunity), or their derivatives.
Then we enrich to convert the SFDC USER_ID into a friendly username via a lookup.",New SFDC Tables Queried by Peer Group - Live,New SFDC Tables Queried by Peer Group - Live,SFDC_User_Lookup.csv,USER_NAME,QUERY_TABLE,,,count,1,Must have Salesforce Data (assumes index=SFDC),,"This search requires data from the Salesforce Event Log File API. This is an additional fee from Salesforce, and can be effectively ingested and analyzed with the <a href=""https://splunkbase.splunk.com/app/1931"">Splunk App for Salesforce</a>.",| metasearch index=sfdc  earliest=-24h | head 100| stats count,"index=sfdc QUERY=* EVENT_TYPE=API OR EVENT_TYPE=BulkAPI OR EVENT_TYPE=RestAPI 
| rex field=QUERY max_match=12 ""\s(?i)from\s*(?<QUERY_TABLE>[\w_]*)"" 
| search QUERY_TABLE=Account* OR QUERY_TABLE=Contact* OR QUERY_TABLE=Opportunity* 
| lookup SFDC_User_Lookup USER_ID"
